,ZONA_O,ZONA_D,FE_VIA
708,Parque Novo Mundo,Real Parque,12
709,Jardim São Luís,Jardim Caxingui,12
710,São Miguel Paulista,Cardoso de Almeida,12
711,Santo Amaro,Água Branca,12
712,Real Parque,Alto da Lapa,12
713,Pacaembu,Oscar Freire,12
714,Real Parque,Raposo Tavares,12
715,Emissário,Lapa de Baixo,12
716,Real Parque,Santa Cecília,12
717,Gasômetro,Bom Jardim,12
718,Luz,CEASA,12
719,Pacaembu,Vila Cordeiro,12
720,CEASA,Santa Marcelina,12
721,Água Branca,Campinas,12
722,Berrini,Pacaembu,12
723,Brás,Cardoso de Almeida,12
724,Real Parque,Anchieta,12
725,Emissário,Real Parque,12
726,Jardim Luzitânia,Vila Buarque,12
727,Oscar Freire,Água Branca,12
728,Emissário,Parque Ibirapuera,12
729,Oriente,Centro Cultural,12
730,Real Parque,São Carlos do Pinhal,12
731,Vila Mariana,Casa Verde,12
732,Real Parque,Sumaré,12
733,Vila Beatriz,Água Branca,12
734,Higienópolis,Real Parque,12
735,Real Parque,Belenzinho,12
736,Moóca,Cardoso de Almeida,12
737,Higienópolis,Bom Jardim,12
738,Boaçava,Pacaembu,12
739,Real Parque,Pamplona,12
740,Real Parque,Jardim Umarizal,12
741,Oscar Freire,Pacaembu,12
742,Real Parque,Jardim Caxingui,12
743,Trianon,Lapa,12
744,Bom Jardim,Higienópolis,12
745,Perdizes,Pacaembu,12
746,Jardim Vitória Régia,Água Branca,12
747,Trianon,Vila Suzana,12
748,Itaquera,Cardoso de Almeida,12
749,Real Parque,Jardim Adalgiza,12
750,Real Parque,Higienópolis,12
751,Bom Jardim,Gasômetro,12
752,Real Parque,Gavião Peixoto,12
753,Bom Jardim,Clínicas,12
754,Campinas,Pacaembu,12
755,Tietê,Tatuapé,12
756,Real Parque,França Pinto,12
757,Vieira de Moraes,Masp,12
758,Belenzinho,Real Parque,12
759,Jardim Paulistano,Santa Marina,12
760,Real Parque,Masp,12
761,Real Parque,Cidade Vargas,12
762,Jaguaré,Água Branca,12
763,Jabaquara,Santa Marina,12
764,Real Parque,Emissário,12
765,Água Branca,Santo Amaro,12
766,Bom Jardim,Sé,12
767,Jardim Adalgiza,Real Parque,12
768,Guarapiranga,CEASA,12
769,Real Parque,PUC,12
770,Real Parque,Mirandópolis,12
771,Pamplona,Real Parque,12
772,Bela Aliança,Parque Dom Pedro,12
773,Jardim Umarizal,Real Parque,12
774,Bom Jardim,Ponte Pequena,12
775,Gavião Peixoto,Real Parque,12
776,Rodrigues Alves,CEASA,13
777,Francisco Matarazzo,Vila Beatriz,13
778,Emissário,Cocaia,13
779,Emissário,Fazenda Caguaçu,13
780,Alto de Pinheiros,Centro Empresarial,13
781,Emissário,Vila Miranda,13
782,Alto de Pinheiros,Congonhas,13
783,Emissário,Ponte Pequena,13
784,Alto de Pinheiros,Aricanduva,13
785,Parelheiros,Zequinha de Abreu,13
786,Alto de Pinheiros,Casa Verde,13
787,Alto de Pinheiros,Cocaia,13
788,Bosque da Saúde,FAAP,13
789,Emissário,República,13
790,Marechal Deodoro,Alto de Pinheiros,13
791,Luz,Alto de Pinheiros,13
792,Bosque da Saúde,Real Parque,13
793,Guaianases,Alto de Pinheiros,13
794,Real Parque,Jardim Aeroporto,13
795,Belém,Santa Marina,13
796,Jardim Luzitânia,CEASA,13
797,Vieira de Moraes,CEASA,13
798,Limão,Real Parque,13
799,Pires da Mota,Cardoso de Almeida,13
800,Água Funda,CEASA,13
801,Fazenda Caguaçu,Emissário,13
802,São Domingos,CEASA,13
803,Higienópolis,CEASA,13
804,Brooklin,Jardim Vitória Régia,13
805,FAAP,São Carlos do Pinhal,13
806,Barra Funda,Bela Vista,13
807,Real Parque,Perdizes,13
808,Água Branca,Orfanato,13
809,FAAP,Parque Peruche,13
810,Vila Miranda,Emissário,13
811,Água Branca,Brooklin,13
812,Real Parque,Bosque da Saúde,13
813,Santa Ifigênia,CEASA,13
814,Pompéia,Alto de Pinheiros,13
815,Oriente,CEASA,13
816,São Carlos do Pinhal,FAAP,13
817,Brooklin,Água Branca,13
818,Parque Peruche,CEASA,13
819,Jardim Paulistano,Cocaia,13
820,Orfanato,Água Branca,13
821,Regente Feijó,Bela Aliança,13
822,Ipiranga,Alto de Pinheiros,13
823,Jardim Miriam,Água Branca,13
824,CEASA,FAAP,13
825,Moóca,Alto de Pinheiros,13
826,Berrini,Jardim Paulistano,13
827,Casa Verde,Alto de Pinheiros,13
828,Centro Empresarial,Alto de Pinheiros,13
829,Marsilac,Emissário,13
830,Alto de Pinheiros,Terceira Divisão,13
831,Lapa de Baixo,Alto de Pinheiros,13
832,República,Emissário,13
833,Água Branca,Cidade Nitro-Operária,13
834,Cardoso de Almeida,Parelheiros,13
835,Santa Marina,Masp,13
836,Mairiporã,Alto de Pinheiros,13
837,Água Branca,Jardim Miriam,13
838,Parque Dom Pedro,CEASA,13
839,Água Branca,Parque Interlagos,13
840,Terceira Divisão,Alto de Pinheiros,13
841,CEASA,Água Funda,13
842,Vila Socorro,Oscar Freire,13
843,CEASA,Vila Santa Catarina,13
844,Alto de Pinheiros,Vila Santa Catarina,13
845,Bela Aliança,Regente Feijó,13
846,Hélio Pelegrino,Vila Beatriz,13
847,Perdizes,Real Parque,13
848,Rudge,Vila Independência,13
849,Vila Santa Catarina,CEASA,13
850,Cocaia,CEASA,13
851,Jardim da Glória,Alto de Pinheiros,13
852,Aricanduva,Alto de Pinheiros,13
853,Alto de Pinheiros,Vila Socorro,13
854,Vila Santa Catarina,Alto de Pinheiros,13
855,Santo Amaro,CEASA,13
856,Vila Independência,Rudge,13
857,Jardim Aeroporto,Real Parque,13
858,Parque Interlagos,Água Branca,13
859,Hélio Pelegrino,Alto de Pinheiros,13
860,Liberdade,Oriente,13
861,Parque Continental,Jardim Bonfiglioli,13
862,Cocaia,Vila Leopoldina,13
863,CEASA,Vila Clementino,13
864,Jóquei Clube,Parque Novo Mundo,13
865,Pacaembu,CEASA,13
866,Alto de Pinheiros,Jardim da Glória,13
867,CEASA,Parque Peruche,13
868,Alto de Pinheiros,Lapa de Baixo,13
869,Alto de Pinheiros,Jardim Luzitânia,13
870,CEASA,Rodrigues Alves,13
871,CEASA,Cocaia,13
872,Santa Marina,Alto de Pinheiros,13
873,Alto de Pinheiros,Ipiranga,13
874,Alto de Pinheiros,Luz,13
875,Alto de Pinheiros,Hélio Pelegrino,13
876,Alto de Pinheiros,Mairiporã,13
877,CEASA,Liberdade,13
878,Alto de Pinheiros,Marsilac,13
879,Alto de Pinheiros,Guaianases,13
880,Santa Marina,Belém,13
881,CEASA,São Domingos,13
882,CEASA,Vieira de Moraes,13
883,Paraíso,Santa Marina,13
884,CEASA,Trianon,13
885,Praça João Mendes,Canindé,13
886,CEASA,Santa Ifigênia,13
887,Trianon,CEASA,13
888,CEASA,Parque Dom Pedro,13
889,Santa Marina,CEASA,13
890,Parque Novo Mundo,Jóquei Clube,13
891,Alto de Pinheiros,Moema,13
892,CEASA,Santa Marina,13
893,Jóquei Clube,Planalto Paulista,14
894,Centro Cultural,Oriente,14
895,Vila Independência,Jóquei Clube,14
896,Jardim Europa,Bandeirantes,14
897,Zequinha de Abreu,Belém,14
898,Vila Beatriz,Pacaembu,14
899,Jóquei Clube,Parque da Moóca,14
900,Centro Cultural,FAAP,14
901,Jóquei Clube,Praça João Mendes,14
902,Zequinha de Abreu,Vila Cordeiro,14
903,Granja Julieta,Oriente,14
904,Jardim Caxingui,Zequinha de Abreu,14
905,Zequinha de Abreu,Jardim Luzitânia,14
906,Zequinha de Abreu,Limão,14
907,Gomes Cardim,Zequinha de Abreu,14
908,Tatuapé,São João Clímaco,14
909,Liberdade,Trianon,14
910,Tatuapé,Parque Anhembi,14
911,Zequinha de Abreu,Praça João Mendes,14
912,Bom Retiro,Canindé,14
913,Oscar Freire,Tatuapé,14
914,Lapa,Zequinha de Abreu,14
915,Francisco Matarazzo,João Teodoro,14
916,Jóquei Clube,Vila Mariana,14
917,Parque São Jorge,Zequinha de Abreu,14
918,Vila Socorro,Jóquei Clube,14
919,Chácara Itaim,Emissário,14
920,Aclimação,Zequinha de Abreu,14
921,Jóquei Clube,Vila Independência,14
922,Zequinha de Abreu,Raposo Tavares,14
923,Ladeira da Memória,Bela Aliança,14
924,Paraíso,Zequinha de Abreu,14
925,Gasômetro,Zequinha de Abreu,14
926,Zequinha de Abreu,Luz,14
927,Jardim Caxingui,Parque Interlagos,14
928,Raposo Tavares,Zequinha de Abreu,14
929,Casa Verde,Emissário,14
930,Oriente,Cambuci,14
931,Zaki Narchi,Bela Aliança,14
932,Bela Aliança,Pamplona,14
933,Zequinha de Abreu,Celso Garcia,14
934,Parque Ibirapuera,Oriente,14
935,Canindé,República,14
936,Zequinha de Abreu,Vila Zatt,14
937,Parque Ibirapuera,Jóquei Clube,14
938,Jóquei Clube,Parque Ibirapuera,14
939,Congonhas,Clínicas,14
940,Emissário,Casa Verde,14
941,Planalto Paulista,Jóquei Clube,14
942,Parque Anhembi,Alto de Pinheiros,14
943,Zequinha de Abreu,Tatuapé,14
944,Joaquim Nabuco,Zequinha de Abreu,14
945,Trianon,Jóquei Clube,14
946,Vila Mariana,Jóquei Clube,14
947,Parque Dom Pedro,Bela Aliança,14
948,Mirandópolis,Bela Aliança,14
949,Alto de Pinheiros,Parque Morro Doce,14
950,Cambuci,Oriente,14
951,Bela Aliança,Zaki Narchi,14
952,Cambuci,Bela Aliança,14
953,Parque Anhembi,Tatuapé,14
954,Limão,Zequinha de Abreu,14
955,Luz,Jóquei Clube,14
956,Alto de Pinheiros,Parque Anhembi,14
957,Bandeirantes,Alto de Pinheiros,14
958,Praça João Mendes,Zequinha de Abreu,14
959,Zequinha de Abreu,Pamplona,14
960,Rudge,Parque Dom Pedro,14
961,Parque Morro Doce,Alto de Pinheiros,14
962,Zequinha de Abreu,Paraíso,14
963,República,Canindé,14
964,Jardim São Paulo,Zequinha de Abreu,14
965,Zequinha de Abreu,Jaguaré,14
966,Emissário,FAAP,14
967,Emissário,Marechal Deodoro,14
968,Oriente,Morumbi,14
969,Emissário,Jóquei Clube,14
970,Zequinha de Abreu,Ana Rosa,14
971,Jóquei Clube,Carandiru,14
972,Zequinha de Abreu,Gasômetro,14
973,Oriente,Parque Ibirapuera,14
974,Parque Ibirapuera,Carandiru,14
975,Bandeirantes,Francisco Matarazzo,14
976,Bela Aliança,Ladeira da Memória,14
977,Jóquei Clube,Luz,14
978,Celso Garcia,Zequinha de Abreu,14
979,Luz,Zequinha de Abreu,14
980,São João Clímaco,Zequinha de Abreu,14
981,Jóquei Clube,Parelheiros,14
982,Carandiru,Oriente,14
983,Jurubatuba,Zequinha de Abreu,14
984,Jóquei Clube,Bela Vista,14
985,Bela Aliança,França Pinto,14
986,Brás,Parque Ibirapuera,14
987,João Teodoro,Cocaia,14
988,João Teodoro,Francisco Matarazzo,14
989,Jardim Paulistano,São Domingos,14
990,Parque Interlagos,Jóquei Clube,14
991,Bela Vista,Jóquei Clube,14
992,São Carlos do Pinhal,Alto de Pinheiros,14
993,Zequinha de Abreu,Jurubatuba,14
994,Tiquatira,Alto de Pinheiros,14
995,Brooklin,Zequinha de Abreu,14
996,Bela Aliança,Mirandópolis,14
997,Oriente,Granja Julieta,14
998,Oriente,Jardim Caxingui,14
999,Parelheiros,Jóquei Clube,14
1000,Consolação,Oriente,14
1001,Ponte Pequena,Cardoso de Almeida,15
1002,Catumbi,Bela Vista,15
1003,Catumbi,Chácara Itaim,15
1004,Aclimação,Cardoso de Almeida,15
1005,Luz,Hélio Pelegrino,15
1006,Catumbi,Consolação,15
1007,Catumbi,Ana Rosa,15
1008,Pacaembu,Marsilac,15
1009,Catumbi,Alto do Ipiranga,15
1010,Catumbi,Bresser,15
1011,Trianon,Bexiga,15
1012,Catumbi,Granja Julieta,15
1013,Parque Dom Pedro,Santa Marina,15
1014,Boaçava,Cardoso de Almeida,15
1015,Bexiga,Cardoso de Almeida,15
1016,Catumbi,Vila Miranda,15
1017,Catumbi,Vila Formosa,15
1018,Catumbi,Vila Esperança,15
1019,Jabaquara,Bela Aliança,15
1020,Pacaembu,Vila Beatriz,15
1021,Catumbi,Saúde,15
1022,Pacaembu,Santa Cecília,15
1023,Rudge,Oriente,15
1024,Santa Cecília,Alto de Pinheiros,15
1025,Centro Cultural,Vila Anastácio,15
1026,Vila Anastácio,Praça João Mendes,15
1027,Vila Anastácio,República,15
1028,Granja Julieta,Catumbi,15
1029,Rudge,Emissário,15
1030,Catumbi,Penha,15
1031,Catumbi,Parque São Jorge,15
1032,Zequinha de Abreu,Parque Peruche,15
1033,Centro Cultural,Zequinha de Abreu,15
1034,Praça João Mendes,Vila Anastácio,15
1035,Catumbi,Jardim Japão,15
1036,Cardoso de Almeida,Vila Sônia,15
1037,Cardoso de Almeida,Vila Olímpia,15
1038,Clínicas,Jardim Luzitânia,15
1039,Cardoso de Almeida,Vila Mariana,15
1040,Bela Vista,Catumbi,15
1041,Zequinha de Abreu,Vila Olímpia,15
1042,Zequinha de Abreu,Jardim Jussara,15
1043,Portal do Morumbi,Cardoso de Almeida,15
1044,Jardim Paulistano,Rudge,15
1045,Oriente,Chácara do Piqueri,15
1046,Vila Matilde,Catumbi,15
1047,Brooklin,Pacaembu,15
1048,Vila Beatriz,Francisco Matarazzo,15
1049,Santa Ifigênia,Catumbi,15
1050,Vila Carioca,Oriente,15
1051,Oriente,Regente Feijó,15
1052,Jardim Luzitânia,Clínicas,15
1053,Oriente,Vila Carioca,15
1054,Vila Nova Conceição,Zequinha de Abreu,15
1055,Bresser,Catumbi,15
1056,Jardim Helena,Cardoso de Almeida,15
1057,Vila Formosa,Catumbi,15
1058,Bresser,Cardoso de Almeida,15
1059,Consolação,Água Branca,15
1060,Saúde,Catumbi,15
1061,Bela Aliança,Jabaquara,15
1062,Bela Aliança,Glicério,15
1063,Vila Cordeiro,Pacaembu,15
1064,Santana,Cardoso de Almeida,15
1065,Mirandópolis,Jardim Paulistano,15
1066,Bela Aliança,Moóca,15
1067,Jardim Vitória Régia,Cardoso de Almeida,15
1068,Alto do Ipiranga,Catumbi,15
1069,Campinas,Casa Verde,15
1070,Parque Anhembi,Catumbi,15
1071,Vila Esperança,Catumbi,15
1072,Consolação,Catumbi,15
1073,Vila Leopoldina,Zequinha de Abreu,15
1074,Jaçanã,Cardoso de Almeida,15
1075,Alto de Pinheiros,Santa Ifigênia,15
1076,Ana Rosa,Catumbi,15
1077,Alto de Pinheiros,Santa Cecília,15
1078,Vila Mariana,Cardoso de Almeida,15
1079,Cidade A.E.Carvalho,João Teodoro,15
1080,Jardim Luzitânia,PUC,15
1081,Pacaembu,Chácara Itaim,15
1082,Parque São Jorge,Cardoso de Almeida,15
1083,Cardoso de Almeida,Jardim Bonfiglioli,15
1084,Cardoso de Almeida,Jaçanã,15
1085,Jardim Capela,Cardoso de Almeida,15
1086,Santa Cruz,Barra Funda,15
1087,Jardim Guapira,Rudge,15
1088,Gasômetro,João Teodoro,15
1089,Lapa de Baixo,Bom Jardim,15
1090,Chácara Itaim,Catumbi,15
1091,Cardoso de Almeida,Parque Ibirapuera,15
1092,Cardoso de Almeida,Parque São Jorge,15
1093,Cardoso de Almeida,Ponte Pequena,15
1094,Cardoso de Almeida,Portal do Morumbi,15
1095,Cardoso de Almeida,Santana,15
1096,Cardoso de Almeida,Vila Maria,15
1097,Cardoso de Almeida,Hélio Pelegrino,15
1098,Pacaembu,Berrini,15
1099,Jardim Japão,Catumbi,15
1100,PUC,Santo Amaro,15
1101,Chácara do Piqueri,Oriente,15
1102,Cardoso de Almeida,Bresser,15
1103,Rodrigues Alves,Pacaembu,15
1104,Praça João Mendes,Bom Jardim,15
1105,Cardoso de Almeida,Ana Rosa,15
1106,Cardoso de Almeida,Bom Retiro,15
1107,Vila Miranda,Catumbi,15
1108,Marsilac,Vila Ipojuca,16
1109,Rudge,Ponte Pequena,16
1110,Rudge,Rio Pequeno,16
1111,Carandiru,Ponte Pequena,16
1112,Rudge,Jardim Luzitânia,16
1113,Ponte Pequena,Água Funda,16
1114,Carandiru,Rudge,16
1115,Rio Pequeno,Rudge,16
1116,Rudge,CEASA,16
1117,Masp,Luz,16
1118,Rudge,Jaguaré,16
1119,Praça João Mendes,Emissário,16
1120,Rudge,Santos Dumont,16
1121,Bom Jardim,Vila Carrão,16
1122,Mirandópolis,Oriente,16
1123,Rudge,Vila Anastácio,16
1124,Mandaqui,Santa Marina,16
1125,Rudge,Berrini,16
1126,Vila Morro Grande,Rudge,16
1127,Berrini,Independência,16
1128,Campinas,Ponte Pequena,16
1129,Bom Jardim,Lapa de Baixo,16
1130,Ponte Pequena,Campinas,16
1131,Rudge,Santana,16
1132,Moinho Velho,Rudge,16
1133,Cachoeirinha,Rudge,16
1134,Canindé,Alto de Pinheiros,16
1135,Brooklin,Jardim Luzitânia,16
1136,Oriente,Mirandópolis,16
1137,Belém,Cupecê,16
1138,Rudge,Independência,16
1139,Ponte Pequena,Emissário,16
1140,Rudge,Higienópolis,16
1141,Rudge,Lapa de Baixo,16
1142,Carandiru,Moóca,16
1143,Pamplona,Rudge,16
1144,Belenzinho,FAAP,16
1145,Rudge,Moinho Velho,16
1146,Ponte Pequena,Rudge,16
1147,Rudge,Cachoeirinha,16
1148,Ponte Pequena,Vila Gustavo,16
1149,Rudge,Paiol Velho,16
1150,Oriente,Vila Buarque,16
1151,Canindé,Chácara Itaim,16
1152,Rudge,Jardim das Oliveiras,16
1153,Rudge,Parque Peruche,16
1154,Paiol Velho,Rudge,16
1155,Rudge,Carandiru,16
1156,Bom Retiro,Emissário,16
1157,Rudge,Parque São Jorge,16
1158,República,Catumbi,16
1159,Praça João Mendes,Catumbi,16
1160,Morumbi,Vila Anastácio,16
1161,Moóca,Carandiru,16
1162,Rudge,Jardim Europa,16
1163,Chácara Itaim,Canindé,16
1164,Jardim Adalgiza,Emissário,16
1165,Independência,Jardim Europa,16
1166,Vila Anastácio,Rudge,16
1167,Parque Dom Pedro,Zequinha de Abreu,16
1168,Jardim das Oliveiras,Cupecê,16
1169,Emissário,Jardim Adalgiza,16
1170,Alto de Pinheiros,Canindé,16
1171,Vila Carrão,Bom Jardim,16
1172,Jardim Luzitânia,Rudge,16
1173,Emissário,Jardim Robru,16
1174,Santa Terezinha,Rudge,16
1175,Vila Buarque,Oriente,16
1176,Catumbi,República,16
1177,Santos Dumont,Rudge,16
1178,Zequinha de Abreu,Masp,16
1179,Emissário,Ladeira da Memória,16
1180,Independência,Rudge,16
1181,Emissário,Marsilac,16
1182,Catumbi,Vila Buarque,16
1183,Tremembé,Santa Marina,16
1184,Jaguaré,Rudge,16
1185,Parque Peruche,Rudge,16
1186,Vila Ipojuca,Santa Cecília,16
1187,Parque São Jorge,Rudge,16
1188,Cupecê,Rudge,16
1189,Jardim Robru,Emissário,16
1190,Cidade Universitária,Emissário,16
1191,Parque Dom Pedro,Vila Anglo Brasileira,16
1192,FAAP,Belenzinho,16
1193,Jardim Guapira,Bom Retiro,16
1194,Vila Hamburguesa,Bom Retiro,16
1195,Rudge,Vila São José,16
1196,Santa Marina,Mandaqui,16
1197,Francisco Matarazzo,Catumbi,16
1198,Catumbi,Brooklin,16
1199,Santana,Rudge,16
1200,Rudge,Vila Morro Grande,16
1201,Gleba do Pessêgo,Gavião Peixoto,16
1202,Cidade Universitária,Rudge,16
1203,Água Funda,Ponte Pequena,16
1204,Vila Anastácio,Morumbi,16
1205,Cupecê,Belém,16
1206,Alfredo Pujol,Belém,16
1207,Catumbi,Artur Alvim,16
1208,Santa Marina,Tietê,16
1209,Liberdade,Emissário,16
1210,Bela Aliança,Pari,17
1211,Bela Aliança,Oscar Freire,17
1212,Consolação,Bela Aliança,17
1213,Vila Cordeiro,Belém,17
1214,Bela Aliança,Parque Peruche,17
1215,Bela Aliança,Pacaembu,17
1216,Vila Anglo Brasileira,Cocaia,17
1217,Bela Aliança,Raposo Tavares,17
1218,Bela Aliança,Real Parque,17
1219,Consolação,Ponte Pequena,17
1220,Cidade A.E.Carvalho,FAAP,17
1221,Bela Aliança,Vila São José,17
1222,Bela Aliança,Vila Terezinha,17
1223,Bela Aliança,Vila Zatt,17
1224,Praça João Mendes,Jardim Paulistano,17
1225,Vila Beatriz,Parque Peruche,17
1226,Jardim São Luís,FAAP,17
1227,Morumbi,Vila Jaguara,17
1228,Vila Mariana,Belém,17
1229,Jardim São Luís,Bela Aliança,17
1230,Chácara do Piqueri,FAAP,17
1231,Bela Aliança,Praça João Mendes,17
1232,Bexiga,Real Parque,17
1233,Clínicas,Coroa,17
1234,Cocaia,FAAP,17
1235,Belém,Parque São Lucas,17
1236,Granja Julieta,Bela Aliança,17
1237,Marechal Deodoro,Congonhas,17
1238,Vila Leopoldina,Jardins,17
1239,Perdizes,Belém,17
1240,Vila Zatt,Bela Aliança,17
1241,Vila Anastácio,Pires da Mota,17
1242,Barra Funda,Vila Guilherme,17
1243,Vila Anastácio,Parque Ibirapuera,17
1244,Jabaquara,Ponte Pequena,17
1245,Vila Guilherme,Limoeiro,17
1246,Vila Guilherme,Lapa de Baixo,17
1247,Marsilac,Bela Aliança,17
1248,Cidade Universitária,Parque Ibirapuera,17
1249,Vila Anastácio,Campinas,17
1250,Vila Anastácio,CEASA,17
1251,Parque Arariba,Paraisópolis,17
1252,Parque Ibirapuera,Vila Anastácio,17
1253,Ponte Pequena,Trianon,17
1254,Jaguaré,FAAP,17
1255,Parque da Moóca,Higienópolis,17
1256,Belém,Bela Vista,17
1257,Jardins,Bela Aliança,17
1258,Bela Aliança,Marsilac,17
1259,Bela Aliança,Jardim São Luís,17
1260,Bela Aliança,Jardim Peri,17
1261,Jaguaré,Vila Anastácio,17
1262,Bela Aliança,Independência,17
1263,Chácara do Piqueri,Bela Aliança,17
1264,Belenzinho,Água Branca,17
1265,Bela Aliança,Chácara do Piqueri,17
1266,Campo Belo,FAAP,17
1267,Vila Guilherme,Vila Mariana,17
1268,Itaquera,Santa Cecília,17
1269,Vila Terezinha,Bela Aliança,17
1270,Bela Aliança,Brooklin,17
1271,Bela Aliança,Bom Retiro,17
1272,Bela Aliança,Bexiga,17
1273,Santa Terezinha,Pinheiros,17
1274,Belém,Perdizes,17
1275,Santa Terezinha,Bela Aliança,17
1276,Real Parque,Bela Aliança,17
1277,Vila Terezinha,Higienópolis,17
1278,Belém,Vila Cordeiro,17
1279,CEASA,Vila Anastácio,17
1280,Parelheiros,Marechal Deodoro,17
1281,Jardim Luzitânia,Parque Dom Pedro,17
1282,FAAP,Vila Olímpia,17
1283,Real Parque,Parque Arariba,17
1284,FAAP,Parque da Moóca,17
1285,Real Parque,Pirajussara,17
1286,FAAP,Parque Santa Madalena,17
1287,FAAP,Parelheiros,17
1288,FAAP,Jaguaré,17
1289,FAAP,Ipiranga,17
1290,FAAP,Independência,17
1291,FAAP,Gasômetro,17
1292,Independência,Bela Aliança,17
1293,Anhanguera,FAAP,17
1294,FAAP,Ermelino Matarazzo,17
1295,Vila Socorro,Jardim Paulistano,17
1296,Luz,Vila Anastácio,17
1297,FAAP,Cidade A.E.Carvalho,17
1298,FAAP,Chácara do Piqueri,17
1299,Higienópolis,Vila Terezinha,17
1300,Bela Vista,Raposo Tavares,17
1301,FAAP,Casa Verde Alta,17
1302,Parque Santa Madalena,FAAP,17
1303,Pirajussara,Real Parque,17
1304,Vila Isolina Mazzei,Real Parque,17
1305,Real Parque,Bexiga,17
1306,Ponte Pequena,Brás,17
1307,Ponte Pequena,Bresser,17
1308,Real Parque,Alfredo Pujol,17
1309,Parque Dom Pedro,Jardim Luzitânia,17
1310,Casa Verde Alta,FAAP,17
1311,Parelheiros,Bela Aliança,17
1312,Parelheiros,Cardoso de Almeida,17
1313,Bresser,FAAP,17
1314,Praça João Mendes,Bela Aliança,17
1315,Bresser,Ponte Pequena,17
1316,Vila Campanela,Bom Jardim,17
1317,França Pinto,Bela Aliança,17
1318,Oscar Freire,Bela Aliança,17
1319,PUC,Vila Anastácio,17
1320,Zequinha de Abreu,Lapa,17
1321,Berrini,Higienópolis,17
1322,Brooklin,Bela Aliança,17
1323,Pacaembu,Bela Aliança,17
1324,FAAP,Bresser,17
1325,Vila São José,Bela Aliança,17
1326,Ponte Pequena,Jabaquara,17
1327,Higienópolis,Berrini,17
1328,FAAP,Bom Retiro,17
1329,Bexiga,Bela Aliança,17
1330,Emissário,Bexiga,17
1331,Pires da Mota,Vila Anastácio,17
1332,Bom Retiro,FAAP,17
1333,Ipiranga,FAAP,17
1334,Gasômetro,FAAP,17
1335,Coroa,Liberdade,17
1336,Coroa,Clínicas,17
1337,Alto de Pinheiros,Bom Retiro,17
1338,Liberdade,Coroa,17
1339,Água Branca,Vila Mariana,17
1340,Jardim Peri,Bela Aliança,17
1341,Parque São Lucas,Belém,17
1342,Jardim Paulistano,Praça João Mendes,17
1343,Real Parque,Vila Socorro,17
1344,FAAP,Anhanguera,17
1345,Centro Cultural,Ponte Pequena,17
1346,Ermelino Matarazzo,FAAP,17
1347,Independência,Lapa,17
1348,Vila Guilherme,Barra Funda,17
1349,Gavião Peixoto,FAAP,18
1350,Santa Marina,Parque Fernanda,18
1351,Gavião Peixoto,Vila Clementino,18
1352,Pacaembu,Rodrigues Alves,18
1353,Jardim Helena,Barra Funda,18
1354,Coroa,Berrini,18
1355,Cidade Universitária,Bela Aliança,18
1356,Bom Jardim,Vila Buarque,18
1357,Jardins,Saúde,18
1358,Santa Marina,Pari,18
1359,Gavião Peixoto,Parque Dom Pedro,18
1360,Cidade Universitária,Gavião Peixoto,18
1361,Santa Marina,Moinho Velho,18
1362,Sé,João Teodoro,18
1363,Jardim Guapira,Barra Funda,18
1364,Ponte Pequena,Vila Nova Conceição,18
1365,Coroa,Barra Funda,18
1366,Gavião Peixoto,Santa Ifigênia,18
1367,Gavião Peixoto,Consolação,18
1368,Parque São Jorge,Ponte Pequena,18
1369,Gavião Peixoto,Vila Olímpia,18
1370,Bela Aliança,Granja Julieta,18
1371,Vila Olímpia,Gavião Peixoto,18
1372,Ermelino Matarazzo,Jardins,18
1373,Bela Aliança,Cidade Universitária,18
1374,Vila Buarque,Bom Jardim,18
1375,Vila Ema,Ponte Pequena,18
1376,Bela Aliança,Chácara Flora,18
1377,Alto do Ipiranga,Ponte Pequena,18
1378,Regente Feijó,Ponte Pequena,18
1379,Moinho Velho,Santa Marina,18
1380,Gavião Peixoto,Cidade Universitária,18
1381,Tatuapé,Coroa,18
1382,Pacaembu,Bela Vista,18
1383,Pari,Santa Marina,18
1384,Vila São Pedro,Coroa,18
1385,Pires da Mota,Bela Aliança,18
1386,Masp,Ponte Pequena,18
1387,Vila Clementino,Gavião Peixoto,18
1388,Coroa,Vila São Pedro,18
1389,Vila Anastácio,Pompéia,18
1390,Santa Marina,Vila Buarque,18
1391,Coroa,Tatuapé,18
1392,Glicério,Bela Aliança,18
1393,Saúde,Jardins,18
1394,Berrini,Coroa,18
1395,Barra Funda,Jardim Guapira,18
1396,Ponte Pequena,Vila Ema,18
1397,Parque Dom Pedro,Gavião Peixoto,18
1398,Chácara Itaim,Vila Guilherme,18
1399,Ponte Pequena,Masp,18
